[ 2021-03-22 02:29:57,827 ] Asset loading complete
[ 2021-05-08 16:10:01,897 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-08 16:10:01,934 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-08 16:10:05,872 ] News query failed: "Unrecognized event news."
[ 2021-05-08 17:24:27,157 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846665 found"
[ 2021-05-08 17:24:30,025 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846665 found"
[ 2021-05-08 17:24:32,038 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846665 found"
[ 2021-05-08 17:24:39,765 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846667 found"
[ 2021-05-08 17:24:41,982 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846667 found"
[ 2021-05-08 17:24:44,975 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846667 found"
[ 2021-05-08 17:24:46,902 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846690 found"
[ 2021-05-08 17:24:49,002 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846690 found"
[ 2021-05-08 17:24:51,772 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846670 found"
[ 2021-05-08 17:24:53,762 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846670 found"
[ 2021-05-08 17:24:56,157 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846670 found"
[ 2021-05-08 17:25:00,271 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846681 found"
[ 2021-05-08 18:53:11,279 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435550 found"
[ 2021-05-08 19:00:54,892 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435550 found"
[ 2021-05-09 01:41:25,134 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846675 found"
[ 2021-05-09 01:55:57,935 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435539 found"
[ 2021-05-09 01:56:16,886 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435546 found"
[ 2021-05-09 01:56:39,647 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435546 found"
[ 2021-05-09 03:50:04,214 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435579 found"
[ 2021-05-09 11:42:29,473 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-09 11:42:29,608 ] Disconnected from gameserver
[ 2021-05-09 16:56:45,205 ] News query failed: "Unrecognized event news."
[ 2021-05-09 16:56:46,189 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-05-09 16:56:46,193 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 16:56:46,222 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 16:56:47,028 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 16:57:08,957 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073858335 found"
[ 2021-05-09 16:57:23,763 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073858344 found"
[ 2021-05-09 17:08:26,913 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-09 17:08:27,007 ] Disconnected from gameserver
[ 2021-05-09 17:08:27,080 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 17:08:40,875 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 17:08:44,707 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-05-09 17:08:44,711 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 17:08:44,744 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 17:08:45,652 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 17:08:48,164 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-09 17:08:48,264 ] Disconnected from gameserver
[ 2021-05-09 17:08:48,336 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 17:08:49,476 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-09 17:08:49,483 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 17:08:49,588 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 17:08:50,395 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 22:41:18,665 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-09 22:41:18,763 ] Disconnected from gameserver
[ 2021-05-09 22:41:18,854 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 22:41:20,961 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-09 22:41:20,966 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 22:41:20,996 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 22:41:21,889 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 23:05:59,469 ] Asset loading complete
[ 2021-05-09 23:06:10,230 ] News query failed: "Unrecognized event news."
[ 2021-05-09 23:06:11,369 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-05-09 23:06:11,380 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 23:06:11,409 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 23:06:12,394 ] News query failed: "Unrecognized event news."
[ 2021-05-09 23:09:52,365 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-09 23:09:52,480 ] Disconnected from gameserver
[ 2021-05-09 23:18:48,942 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-09 23:18:49,042 ] Disconnected from gameserver
[ 2021-05-09 23:18:49,371 ] News query failed: "Unrecognized event news."
[ 2021-05-09 23:19:03,494 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 23:19:08,802 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-09 23:19:08,804 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 23:19:08,958 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-09 23:19:09,740 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-09 23:35:10,942 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-09 23:35:11,047 ] Disconnected from gameserver
[ 2021-05-10 12:13:44,158 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 13:01:21,650 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 13:01:23,266 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-10 13:01:23,274 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-10 13:01:23,311 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-10 13:01:24,089 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 13:17:26,082 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-10 13:17:26,194 ] Disconnected from gameserver
[ 2021-05-10 13:19:18,808 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 13:19:21,095 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-10 13:19:21,101 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-10 13:19:21,130 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-10 13:19:22,004 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 13:53:22,457 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 13:53:31,210 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 13:53:32,638 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-05-10 13:53:32,642 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-10 13:53:32,673 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-10 13:53:33,586 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 14:24:04,449 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846671 found"
[ 2021-05-10 14:24:04,449 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073846668 found"
[ 2021-05-10 14:24:07,009 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073790654 found"
[ 2021-05-10 14:24:07,010 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073790724 found"
[ 2021-05-10 14:24:21,640 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073790715 found"
[ 2021-05-10 16:40:57,712 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-10 16:40:57,853 ] Disconnected from gameserver
[ 2021-05-10 18:16:15,201 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 18:16:15,837 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-10 18:16:15,842 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-10 18:16:15,872 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-10 18:16:16,762 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-10 18:52:09,813 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435583 found"
[ 2021-05-11 21:30:33,128 ] Asset loading complete
[ 2021-05-11 21:30:37,646 ] News query failed: "Unrecognized event news."
[ 2021-05-11 21:30:39,137 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-11 21:30:39,139 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 21:30:39,165 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 21:30:40,365 ] News query failed: "Unrecognized event news."
[ 2021-05-11 21:31:12,341 ] Asset loading complete
[ 2021-05-11 21:31:22,399 ] News query failed: "Unrecognized event news."
[ 2021-05-11 21:31:23,697 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-05-11 21:31:23,704 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 21:31:23,747 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 21:31:24,823 ] News query failed: "Unrecognized event news."
[ 2021-05-11 22:01:34,093 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-11 22:01:34,207 ] Disconnected from gameserver
[ 2021-05-11 23:10:54,143 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-11 23:10:54,267 ] Disconnected from gameserver
[ 2021-05-11 23:10:54,599 ] News query failed: "Unrecognized event news."
[ 2021-05-11 23:10:56,765 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Knight Sample" )
[ 2021-05-11 23:10:56,768 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 23:10:56,797 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 23:10:57,620 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-11 23:11:09,494 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-11 23:11:09,593 ] Disconnected from gameserver
[ 2021-05-11 23:11:09,669 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-11 23:11:17,143 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Knight Sample" )
[ 2021-05-11 23:11:17,148 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 23:11:17,176 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 23:11:18,075 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-11 23:11:23,094 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-11 23:11:23,197 ] Disconnected from gameserver
[ 2021-05-11 23:11:23,276 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-11 23:22:05,796 ] Asset loading complete
[ 2021-05-11 23:22:10,933 ] News query failed: "Unrecognized event news."
[ 2021-05-11 23:22:12,913 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-05-11 23:22:12,922 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 23:22:12,968 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-11 23:22:14,054 ] News query failed: "Unrecognized event news."
[ 2021-05-11 23:40:59,097 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-11 23:40:59,209 ] Disconnected from gameserver
[ 2021-05-11 23:48:55,483 ] News query failed: "Unrecognized event news."
[ 2021-05-12 15:36:19,552 ] Asset loading complete
[ 2021-05-12 15:36:28,013 ] News query failed: "Unrecognized event news."
[ 2021-05-12 15:36:30,863 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-12 15:36:30,876 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 15:36:30,905 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 15:36:32,173 ] News query failed: "Unrecognized event news."
[ 2021-05-12 15:59:00,670 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 15:59:00,773 ] Disconnected from gameserver
[ 2021-05-12 16:12:59,225 ] News query failed: "Unrecognized event news."
[ 2021-05-12 16:13:00,516 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-05-12 16:13:00,519 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 16:13:00,545 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 16:13:01,465 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 16:30:30,020 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 16:30:30,130 ] Disconnected from gameserver
[ 2021-05-12 16:45:32,845 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 16:47:43,622 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 16:47:58,892 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-05-12 16:47:58,897 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 16:47:58,933 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 16:47:59,857 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 16:48:02,936 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435549 found"
[ 2021-05-12 18:18:11,620 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 18:18:11,739 ] Disconnected from gameserver
[ 2021-05-12 18:18:11,835 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 22:29:40,722 ] Asset loading complete
[ 2021-05-12 22:30:51,288 ] News query failed: "Unrecognized event news."
[ 2021-05-12 22:30:54,190 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Prueba" )
[ 2021-05-12 22:30:54,197 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 22:30:54,294 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 22:30:55,170 ] News query failed: "Unrecognized event news."
[ 2021-05-12 22:44:25,113 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 22:44:25,221 ] Disconnected from gameserver
[ 2021-05-12 22:44:25,529 ] News query failed: "Unrecognized event news."
[ 2021-05-12 22:44:52,093 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 22:44:53,809 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Pruebados" )
[ 2021-05-12 22:44:53,810 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 22:44:53,843 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 22:44:54,750 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 22:45:32,463 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 22:45:32,551 ] Disconnected from gameserver
[ 2021-05-12 22:45:32,650 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 22:46:02,164 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 22:46:03,858 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Pruebatres" )
[ 2021-05-12 22:46:03,859 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 22:46:03,887 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 22:46:04,793 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 22:46:33,914 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 22:46:34,142 ] Disconnected from gameserver
[ 2021-05-12 22:46:34,364 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 22:46:37,007 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Pruebatres" )
[ 2021-05-12 22:46:37,011 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 22:46:37,039 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 22:46:37,934 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 22:55:34,663 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 22:55:34,769 ] Disconnected from gameserver
[ 2021-05-12 23:01:06,825 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:01:09,312 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Pruebatres" )
[ 2021-05-12 23:01:09,314 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:01:09,346 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:01:10,263 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:01:45,365 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 23:01:45,456 ] Disconnected from gameserver
[ 2021-05-12 23:01:45,540 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:01:47,956 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Pruebatres" )
[ 2021-05-12 23:01:47,958 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:01:47,986 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:01:48,885 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:01:58,534 ] Asset loading complete
[ 2021-05-12 23:02:08,691 ] News query failed: "Unrecognized event news."
[ 2021-05-12 23:02:09,926 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-05-12 23:02:09,936 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:02:10,025 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:02:11,163 ] News query failed: "Unrecognized event news."
[ 2021-05-12 23:02:16,990 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 23:02:17,089 ] Disconnected from gameserver
[ 2021-05-12 23:02:17,327 ] News query failed: "Unrecognized event news."
[ 2021-05-12 23:02:41,025 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Paladin Sample" )
[ 2021-05-12 23:02:41,028 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:02:41,056 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:02:41,949 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:04:13,337 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 23:04:13,480 ] Disconnected from gameserver
[ 2021-05-12 23:04:13,688 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:04:16,259 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-05-12 23:04:16,270 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:04:16,301 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:04:16,994 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:08:56,487 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-05-12 23:08:56,620 ] Disconnected from gameserver
[ 2021-05-12 23:08:56,746 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:08:57,021 ] "updateOrCreateCreatureFromProtobuf: no creature with id 268435462 found"
[ 2021-05-12 23:08:59,000 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-05-12 23:08:59,004 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:08:59,029 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-05-12 23:08:59,852 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-05-12 23:09:19,163 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
